block,streetName,streetType,streetDirection,overall,crack,patch,length,width,dateRated,dateLastOverlay,flushOil,class,pavement,streetID
2700,GENESEE,ST,E,5,3,3,374,35,12/99,1987,F,PA,6,12578735
700,MCBRIDE,ST,N,10,5,5,978,30,11/00,2000,F,Local,6,12577978
300,KENNEDY,ST,W,10,5,5,1495,31,12/98,1998,F,Local,6,12573197
100,PLEASANT,AVE,E,3,3,1,137,25,6/15,1996,F,Local,6,12576845
1600,FAYETTE,ST,E,5,3,3,600,36,6/15,2002,F,MA,6,12578216
2500,GENESEE,ST,E,6,3,3,294,40,6/15,2004,F,PA,6,13001964
100,GEDDES,ST,N,6,3,4,501,56,3/09,1997,F,MA,6,12573468
200,BORDEN,AVE,E,6,3,4,320,18,3/10,2002,F,Local,6,12577296
300,JEFFERSON,ST,W,8,4,4,885,36,1/10,2005,F,Local,6,12573710
400,GEDDES,ST,S,6,3,4,310,56,2/10,2002,F,MA,6,12573435
3500,GENESEE,ST,E,6,3,4,752,40,12/07,2004,F,PA,6,12578917
1500,ERIE,BLVD,E,4,3,2,552,56,1/11,1997,F,PA,6,12578303
2400,FAYETTE,ST,E,2,1,1,280,36,3/11,1989,F,CO,6,12578758
300,SALINA,ST,N,6,3,3,866,60,2/11,1989,F,MA,6,12577944
600,NEWELL,ST,W,7,4,2,733,24,3/11,1998,F,Local,6,13020277
500,ONONDAGA,ST,W,5,3,3,385,58,2/12,1999,F,MA,6,13021001
400,MIDLER,AVE,S,8,4,5,723,34,12/99,1994,F,MA,4,12580967
100,BEECH,ST,S,8,4,5,381,30,4/14,2003,F,Local,6,12578261
100,BRIGHTON,AVE,W,7,4,3,484,30,5/14,2001,F,Local,6,12576813
1000,TOWNSEND,ST,S,8,4,2,312,34,4/14,2004,F,Local,6,12577410
1100,SALINA,ST,N,6,3,3,540,54,4/14,2003,F,MA,6,12575163
2800,ERIE,BLVD,E,7,4,4,951,56,4/15,1999,F,PA,6,12579024
2300,STATE,ST,S,10,5,5,315,30,10/09,2009,F,Local,6,12576882
300,GEDDES,ST,S,6,3,3,248,56,2/10,2002,F,MA,6,12573437
300,SALINA,ST,N,6,3,4,866,60,3/09,1989,F,MA,6,12577955
300,WEST,ST,S,6,3,4,424,74,3/09,1996,F,Local,6,13012509
400,ADAMS,ST,E,8,4,5,469,64,3/09,2000,F,Local,6,12577661
400,TOWNSEND,ST,S,8,4,4,1404,34,3/10,2005,F,CO,6,12577700
600,TOWNSEND,ST,N,5,4,2,501,35,3/09,1990,F,Local,6,12577964
800,SALINA,ST,S,7,4,3,137,56,1/10,1997,F,Local,6,13002502
900,MCBRIDE,ST,N,10,5,5,507,30,9/08,2008,F,Local,6,12580015
100,LOWELL,AVE,N,7,3,4,455,36,3/08,2000,F,Local,6,12573393
1400,SALINA,ST,S,6,3,4,475,40,3/07,2002,F,PA,6,12577260
200,ADAMS,ST,W,6,3,4,587,56,3/07,2000,F,Local,6,12573679
400,ALVORD,ST,S,3,3,2,704,32,2/08,1987,F,Local,6,12580057
900,SALINA,ST,S,6,3,4,412,56,3/07,2002,F,Local,6,12577369
200,JEFFERSON,ST,W,5,3,4,532,36,1/12,2001,F,CO,6,12573735
200,KENNEDY,ST,W,3,2,1,880,30,3/12,1996,F,Local,6,13028500
400,ERIE,BLVD,W,6,3,4,399,56,2/12,2001,F,PA,6,12573843
700,GENESEE,ST,E,6,3,1,600,71,2/12,2005,F,PA,6,12577798
1100,SALINA,ST,S,6,3,3,417,56,2/13,2002,F,Local,6,12577344
100,EDWARDS,AVE,S,7,3,4,891,24,3/06,1989,O,Local,3,12581080
500,SALINA,ST,N,9,5,5,581,70,2/06,2003,F,MA,6,12579995
900,STATE,ST,N,5,3,3,507,35,2/06,1993,F,MA,6,12575113
100,SALINA,ST,S,6,4,3,456,56,1/05,1988,F,Local,6,12573891
200,ADAMS,ST,W,7,3,4,587,56,1/05,2000,F,Local,6,13020291
2200,ERIE,BLVD,E,8,4,4,1208,56,3/05,1999,F,PA,6,12578831
2600,FAYETTE,ST,E,5,3,2,850,36,3/05,1989,F,CO,6,12578772
100,AVERY,AVE,S,7,4,5,455,36,3/03,1996,F,CO,6,13010364
1400,ERIE,BLVD,E,6,3,4,663,56,12/02,1997,F,PA,6,12578302
200,TOWNSEND,ST,N,7,4,4,513,35,2/03,1990,F,Local,6,12577926
4300,SALINA,ST,S,8,4,5,560,40,3/04,2001,F,MA,6,12576630
600,GENESEE,ST,E,4,3,3,516,42,3/04,1985,F,MA,6,12577782
100,HUGHES,PL,N,7,4,4,528,24,1/02,1994,O,Local,3,12577497
200,AVERY,AVE,S,5,2,4,352,36,4/15,1996,F,CO,6,12572695
100,AVERY,AVE,S,6,3,4,455,36,2/13,1996,F,CO,6,13010365
100,FAYETTE,ST,E,5,3,2,300,38,4/13,1999,F,MA,6,12577689
1500,ONONDAGA,ST,W,8,4,5,330,35,2/12,2005,F,MA,6,12572999
1700,ERIE,BLVD,E,10,5,5,861,56,11/13,2013,F,PA,6,12578319
1700,SALINA,ST,S,6,3,3,301,40,2/13,2002,F,PA,6,12577261
500,WILBUR,AVE,S,6,3,4,410,41,2/13,2002,F,CO,6,12573400
100,FAYETTE,ST,W,6,4,2,350,37,3/07,1999,F,MA,6,12573751
100,MONTICELLO,DR,S,6,3,3,561,26,3/07,1995,O,Local,3,12576560
1300,COLVIN,ST,E,6,4,3,2012,36,3/06,1999,F,MA,6,12577020
300,FRANKLIN,ST,S,7,3,4,300,45,2/06,2001,F,Local,6,12573744
600,WATER,ST,E,7,3,4,475,34,2/06,2002,F,CO,6,12577994
1300,GENESEE,ST,E,8,4,5,219,42,12/05,2004,F,PA,6,12578148
2200,FAYETTE,ST,E,5,3,2,300,36,3/05,1989,F,CO,6,12578722
300,GENESEE,ST,W,7,4,4,483,40,3/05,1992,F,PA,6,12573876
200,TOWNSEND,ST,N,7,4,4,513,35,2/03,1990,F,Local,6,12577969
3500,GENESEE,ST,E,10,5,5,752,40,11/04,2004,F,PA,6,12578924
900,GEDDES,ST,S,8,4,4,325,40,3/04,2000,F,MA,6,12573092
200,BORDEN,AVE,W,5,3,3,925,27,10/01,1996,F,Local,6,12577229
800,BRIGHTON,AVE,W,5,3,2,666,28,1/03,1985,F,Local,6,12572022
1200,STATE,ST,S,6,4,2,898,40,1/01,1987,F,PA,6,13002509
300,ONONDAGA,ST,W,8,5,4,908,58,3/15,2013,F,MA,6,13020292
100,WARRINGTON,RD,W,10,5,5,476,25,11/00,2000,O,Local,3,12576511
3000,SALINA,ST,S,8,4,5,286,40,1/01,1998,F,MA,6,12576842
100,CHAFFEE,AVE,E,8,4,4,1064,27,12/98,1991,O,Local,3,12576516
2100,GENESEE,ST,E,5,3,2,306,40,6/15,2004,F,PA,6,12578703
100,AVERY,AVE,S,6,3,4,455,36,3/09,1996,F,CO,6,13010365
100,BISSELL,ST,E,6,3,3,898,23,3/10,1990,O,Local,3,12573177
200,WATER,ST,W,5,3,3,495,42,1/10,2001,F,CO,6,12573883
400,FAYETTE,ST,W,10,5,5,650,34,9/08,2008,F,MA,6,12573718
700,WARREN,ST,S,4,3,2,515,38,1/10,1988,F,Local,6,12577643
100,PLEASANT,AVE,W,5,3,2,990,27,3/11,1996,F,Local,6,12576840
1600,ERIE,BLVD,W,6,3,5,369,48,2/11,2004,F,PA,4,12572884
500,COLVIN,ST,E,8,4,5,259,36,3/11,1990,F,MA,6,12577311
1200,STATE,ST,S,5,4,2,898,40,2/13,1987,F,PA,6,13002516
1500,ERIE,BLVD,E,2,1,1,552,56,1/13,1997,F,PA,6,12578303
600,MIDLER,AVE,S,7,4,3,1650,40,12/11,1987,F,Local,6,13011158
800,LAFAYETTE,AVE,W,7,4,4,815,22,3/13,1996,O,Local,3,12572067
900,BELDEN,AVE,W,7,3,4,470,34,2/13,2004,F,Local,6,12573789
1700,GENESEE,ST,W,8,4,5,593,40,2/06,2001,F,PA,6,12572817
200,EDWARDS,AVE,N,8,4,5,1027,29,12/06,1999,O,Local,3,12581112
400,FAYETTE,ST,W,8,5,5,650,34,7/04,2002,F,MA,6,13020301
600,MIDLER,AVE,S,7,4,4,1650,40,3/06,1987,F,Local,6,13001808
700,ADAMS,ST,E,6,3,3,411,30,2/06,2002,F,MA,6,12577738
900,CLINTON,ST,N,10,5,5,603,30,11/05,2005,O,Local,4,12575073
100,AVERY,AVE,S,7,3,5,455,36,3/05,1996,F,CO,6,12572698
1000,TOWNSEND,ST,N,7,4,3,496,30,2/04,1999,F,Local,6,12575173
200,GLEN,AVE,E,6,3,4,441,25,12/02,1993,O,Local,3,12576635
300,OSTRANDER,AVE,W,9,5,5,1045,24,3/04,2002,F,Local,6,12576724
700,GEDDES,ST,S,8,4,4,345,56,3/04,2002,F,MA,6,13020699
100,COLVIN,ST,E,3,1,3,522,36,1/02,1990,F,MA,6,12577273
1000,TOWNSEND,ST,N,8,4,4,496,30,1/02,1999,F,Local,6,12575173
1600,GENESEE,ST,E,6,3,3,556,42,1/02,1988,F,PA,6,12578195
4000,GENESEE,ST,E,6,3,3,882,40,1/02,1986,F,PA,6,13001973
800,SALINA,ST,S,8,4,4,137,56,1/02,1997,F,Local,6,13002503
2100,ERIE,BLVD,E,8,5,4,1164,56,1/01,1999,F,PA,6,12578827
2800,SALINA,ST,S,8,4,5,352,40,1/01,1998,F,MA,6,12576855
1000,ONONDAGA,ST,W,8,4,4,785,34,4/14,2005,F,MA,6,13013131
1100,ADAMS,ST,E,4,3,1,616,30,4/14,1998,F,MA,6,12578102
1700,ONONDAGA,ST,W,8,4,4,1156,35,4/14,2005,F,MA,6,13028444
300,CLINTON,ST,S,6,3,3,260,50,4/14,2001,F,MA,6,12573749
300,MIDLER,AVE,N,8,4,5,990,36,5/15,2012,F,MA,6,12581423
500,GENESEE,ST,E,6,3,3,456,42,4/14,2005,F,MA,6,12577710
1100,MCBRIDE,ST,S,5,3,3,351,30,4/15,1998,F,Local,6,12577468
1800,FAYETTE,ST,E,6,3,3,720,36,6/15,1992,F,CO,6,12578708
200,CALTHROP,AVE,W,7,4,2,733,25,5/14,1999,F,Local,6,12576737
1400,MCBRIDE,ST,S,5,3,3,290,30,3/09,1998,F,Local,6,12577447
1400,SALINA,ST,N,6,3,5,465,42,12/09,2003,F,MA,6,12575222
2900,ERIE,BLVD,E,7,3,4,2640,56,3/09,1999,F,PA,6,12579028
400,COLVIN,ST,E,7,3,4,253,36,3/09,1990,F,MA,6,13017690
500,BRIGHTON,AVE,E,7,4,5,645,35,3/10,2004,F,PA,4,13002094
600,COLVIN,ST,E,8,4,5,263,36,3/09,1990,F,MA,6,13017689
1500,SALINA,ST,S,6,4,3,512,40,2/13,2002,F,PA,6,12577258
1600,ONONDAGA,ST,W,8,4,4,840,35,2/12,2005,F,MA,6,12572994
200,STATE,ST,N,9,5,5,378,60,4/13,1991,F,Local,6,12577872
500,NEWELL,ST,W,6,3,3,286,24,3/13,1998,F,Local,6,12572090
600,NEWELL,ST,W,6,4,2,733,24,3/13,1998,F,Local,6,13020277
1000,GENESEE,ST,E,10,5,5,563,42,10/05,2005,F,PA,6,12578129
1400,MCBRIDE,ST,S,5,3,2,290,30,3/07,1998,F,Local,6,13012977
200,GEDDES,ST,N,6,3,3,681,46,3/07,2002,F,MA,6,12573536
200,MILFORD,DR,W,10,5,5,520,29,8/05,2005,O,Local,3,12581237
400,ERIE,BLVD,W,7,4,5,399,56,2/06,2001,F,PA,6,13002331
500,ADAMS,ST,E,8,4,4,469,64,3/07,2000,F,Local,6,12577670
500,WILLOW,ST,E,8,5,4,366,34,3/07,1997,F,Local,3,12577965
700,COLVIN,ST,E,8,4,5,475,36,1/07,1990,F,MA,6,12577319
700,GENESEE,ST,W,8,3,5,813,56,3/07,2004,F,PA,6,12573791
800,WILLOW,ST,E,7,4,3,706,34,2/06,1992,O,Local,6,12578070
1600,ERIE,BLVD,E,6,3,4,533,56,1/05,1997,F,PA,6,12578312
2100,GENESEE,ST,E,8,4,4,306,40,12/05,2004,F,PA,6,12578703
300,FLORENCE,AVE,E,10,5,5,525,25,12/04,2004,O,Local,3,12576643
100,MONTICELLO,DR,S,7,4,4,561,26,12/02,1995,O,Local,3,12576560
1600,ERIE,BLVD,E,6,3,4,533,56,12/02,1997,F,PA,6,12578312
4000,GENESEE,ST,E,10,5,5,882,40,11/04,2004,F,PA,6,12579385
5700,SALINA,ST,S,8,4,5,375,40,3/04,2001,F,MA,6,12564369
5800,SALINA,ST,S,7,4,4,401,40,3/04,2001,F,MA,6,12564396
600,MIDLER,AVE,S,7,4,4,1650,40,3/04,1987,F,Local,6,13011157
3600,GENESEE,ST,E,7,3,4,525,40,1/02,1986,F,PA,6,12579557
3900,SALINA,ST,S,10,5,5,359,40,11/01,2001,F,MA,6,12576742
4000,GENESEE,ST,E,6,3,3,882,40,1/02,1986,F,PA,6,12579385
1400,ERIE,BLVD,E,6,3,4,663,56,1/01,1997,F,PA,6,12578302
2100,FAYETTE,ST,E,7,4,4,270,36,1/01,1992,F,CO,6,12578721
3000,ERIE,BLVD,E,9,5,5,2640,56,1/01,1999,F,PA,6,13027474
1900,SALINA,ST,S,5,2,3,333,40,3/15,1998,F,PA,6,12577244
500,MCBRIDE,ST,N,5,3,3,330,30,4/14,2000,F,Local,6,12577981
1300,STATE,ST,N,10,5,5,183,35,8/07,2007,F,MA,6,12575155
200,AVERY,AVE,S,6,2,4,352,36,3/09,1996,F,CO,6,12572695
300,FLORENCE,AVE,E,7,4,5,525,25,3/09,2004,O,Local,3,12576643
800,STATE,ST,N,4,3,3,512,35,12/09,1993,F,MA,6,12575110
300,JEFFERSON,ST,E,5,3,3,516,48,3/08,2002,F,Local,6,12577686
1400,FAYETTE,ST,E,5,2,3,550,36,3/11,2002,F,MA,6,12578199
2100,COLVIN,ST,E,8,4,5,422,36,3/11,1998,F,MA,6,12577140
900,COLVIN,ST,E,6,4,3,343,36,3/11,1987,F,MA,6,13020840
100,ADAMS,ST,E,10,5,5,176,64,1/01,2000,F,Local,6,12577644
300,WARREN,ST,S,5,4,2,585,38,2/00,1988,F,Local,6,12577688
1800,SALINA,ST,S,5,4,2,343,40,4/15,1998,F,PA,6,13002115
200,BORDEN,AVE,E,5,3,4,320,18,5/14,2002,F,Local,6,12577296
600,NEWELL,ST,W,6,3,2,733,24,4/15,1998,F,Local,6,12572078
200,BRIGHTON,AVE,E,10,5,5,587,35,3/09,2008,F,PA,4,12576862
2300,GENESEE,ST,E,8,4,4,285,40,12/08,2004,F,PA,6,12578706
400,COLVIN,ST,E,7,3,4,253,36,3/09,1990,F,MA,6,13002046
400,COLVIN,ST,W,8,5,4,418,25,3/09,2004,F,MA,6,12576824
700,ADAMS,ST,E,5,3,2,411,30,3/10,2002,F,MA,6,12577726
800,TOWNSEND,ST,N,9,5,5,502,30,12/09,2008,F,Local,6,12580002
1100,COLVIN,ST,E,7,4,5,597,36,1/07,1987,F,MA,6,13002072
3600,SALINA,ST,S,7,3,4,391,40,12/07,2001,F,MA,6,13020795
500,BEECH,ST,S,6,3,3,850,24,12/06,1994,F,Local,6,12578167
600,STATE,ST,N,5,3,4,327,60,3/08,2002,F,MA,6,12577959
800,BRIGHTON,AVE,E,8,4,5,1060,82,12/07,2005,F,MA,4,13002032
2200,GENESEE,ST,E,5,2,3,363,40,3/11,2004,F,PA,6,12578705
1300,COLVIN,ST,E,5,3,2,2012,36,2/12,1999,F,MA,6,12577020
1400,STATE,ST,S,4,3,1,950,32,11/11,1987,F,Local,6,12577268
300,BORDEN,AVE,W,8,3,5,700,25,2/12,2005,F,Local,3,12573194
3400,GENESEE,ST,E,4,2,4,687,40,3/12,2004,F,PA,6,12578912
4200,SALINA,ST,S,6,3,3,322,40,1/12,2001,F,MA,6,13028542
700,SALINA,ST,S,6,3,3,686,56,1/12,1997,F,Local,6,12577377
100,SALINA,ST,N,5,3,2,366,60,4/13,1989,F,MA,6,12573893
200,WARRINGTON,RD,W,8,4,5,287,25,2/06,2000,O,Local,3,12576509
400,CLINTON,ST,S,7,3,4,335,50,2/06,2001,F,MA,6,12573747
800,FAYETTE,ST,W,8,4,4,500,34,7/04,2002,F,MA,6,12573617
2100,FAYETTE,ST,E,6,4,3,270,36,3/05,1992,F,CO,6,13028256
1000,SALINA,ST,S,8,3,3,560,56,12/02,2002,F,Local,6,13002500
700,GENESEE,ST,E,5,2,3,600,50,3/04,1985,F,PA,6,13017763
1400,ONONDAGA,ST,W,5,3,3,330,35,12/01,1991,F,MA,6,12573003
1600,GENESEE,ST,W,10,5,5,870,40,11/01,2001,F,PA,6,12572831
400,FAYETTE,ST,W,10,5,5,650,34,12/02,2002,F,MA,6,12573718
4900,SALINA,ST,S,10,5,5,498,40,11/01,2001,F,MA,6,13028594
700,ERIE,BLVD,W,10,5,5,1245,36,11/01,2001,F,PA,4,13002381
700,MCBRIDE,ST,N,9,5,5,978,30,1/02,2000,F,Local,6,12580019
800,WATER,ST,E,10,5,5,910,34,11/02,2002,F,Local,6,13001895
100,BISSELL,ST,W,6,4,3,686,24,3/14,1990,O,Local,3,12573172
200,STATE,ST,N,8,4,5,378,60,4/15,1991,F,Local,6,13001366
200,TOWNSEND,ST,S,4,3,2,324,60,4/14,1992,F,CO,6,12577884
700,CLINTON,ST,S,8,4,5,513,36,4/14,2009,F,MA,6,12573695
700,GEDDES,ST,N,8,4,5,126,30,4/14,2011,F,MA,6,13016354
800,GENESEE,ST,E,9,5,5,567,62,4/14,2005,F,PA,6,12577813
100,BEARD,AVE,W,4,3,2,587,28,3/09,1996,F,Local,6,12577235
100,TOWNSEND,ST,N,7,3,4,568,35,3/09,1990,F,Local,6,12577895
1700,ONONDAGA,ST,W,9,5,5,1156,35,2/10,2005,F,MA,6,13022412
2400,STATE,ST,S,10,5,5,320,30,10/09,2009,F,Local,6,12576877
3600,SALINA,ST,S,7,3,4,391,40,3/10,2001,F,MA,6,12576763
500,ADAMS,ST,E,7,4,3,469,64,3/09,2000,F,Local,6,12577670
500,FAYETTE,ST,E,8,3,5,500,36,3/10,2003,F,MA,6,12577714
900,BRIGHTON,AVE,E,8,4,4,524,72,3/10,2005,F,MA,4,12576675
1300,GENESEE,ST,E,8,4,5,219,42,12/06,2004,F,PA,6,12578148
4000,GENESEE,ST,E,10,5,5,882,40,12/07,2004,F,PA,6,12579385
200,COLVIN,ST,W,8,4,4,366,25,3/11,2004,F,MA,6,12577234
500,BRIGHTON,AVE,W,6,2,5,557,28,3/11,2008,F,Local,6,12572108
400,WARREN,ST,S,5,3,3,570,38,1/12,1988,F,Local,6,12577678
200,WASHINGTON,ST,W,4,2,2,500,42,2/13,2001,F,CO,6,12573880
300,BRIGHTON,AVE,W,7,3,5,469,30,3/13,2008,F,Local,6,12576796
400,GEDDES,ST,N,10,5,5,564,46,11/11,2011,F,MA,4,12573541
400,SALINA,ST,S,5,3,1,903,56,5/13,1988,F,Local,6,12573737
500,BEECH,ST,S,5,3,2,850,24,3/13,1994,F,Local,6,12578189
600,STATE,ST,N,7,3,4,327,60,2/06,2002,F,MA,6,12577959
100,BORDEN,AVE,E,6,3,3,550,33,2/05,1991,F,Local,6,12577250
2200,SALINA,ST,S,6,4,3,310,40,3/05,1998,F,PA,6,12577236
300,GLEN,AVE,E,9,5,5,375,25,3/05,1993,O,Local,3,12576636
200,BORDEN,AVE,E,8,4,5,320,18,3/04,2002,F,Local,6,12577296
2000,GENESEE,ST,E,10,5,5,441,40,11/04,2004,F,PA,6,12578702
600,RAYNOR,AVE,E,5,2,3,280,36,1/04,1992,F,Local,6,12577430
900,SALINA,ST,N,10,5,5,507,70,11/03,2003,F,MA,6,12575178
3300,SALINA,ST,S,10,5,5,348,40,11/01,2001,F,MA,6,12576773
1100,FAYETTE,ST,E,7,4,3,600,36,1/02,1991,F,MA,6,12578140
300,SALINA,ST,N,6,4,3,866,60,1/01,1989,F,MA,6,13018179
400,AVERY,AVE,S,6,2,4,1877,36,1/01,1996,F,CO,4,12572435
300,MIDLER,AVE,S,8,4,5,781,34,12/99,1994,F,MA,4,12580987
600,MIDLER,AVE,S,7,4,4,1650,40,12/99,1987,F,Local,6,13001808
1200,STATE,ST,S,5,4,2,898,40,4/15,1987,F,PA,6,13002509
1800,ERIE,BLVD,E,10,5,5,755,56,11/13,2013,F,PA,6,12578781
2300,GENESEE,ST,E,6,3,3,285,40,6/15,2004,F,PA,6,12578706
400,COLVIN,ST,E,7,3,4,253,36,3/15,1990,F,MA,6,13017690
400,GEDDES,ST,S,8,4,5,310,56,6/14,2011,F,MA,6,12573435
100,LYNHURST,AVE,W,7,3,4,821,27,3/09,1991,O,Local,3,12576768
1400,MCBRIDE,ST,S,5,3,3,290,30,3/09,1998,F,Local,6,12577425
200,LOWELL,AVE,N,6,3,3,528,36,3/09,2000,F,Local,6,12573471
2100,FAYETTE,ST,E,6,4,2,270,36,12/08,1992,F,CO,6,12578721
5200,SALINA,ST,S,7,3,5,359,40,3/10,2001,F,MA,6,13002110
900,GENESEE,ST,W,7,4,4,815,56,3/09,2004,F,PA,6,12573562
900,STATE,ST,N,4,3,2,507,35,12/09,1993,F,MA,6,12575113
100,BEECH,ST,S,8,4,5,381,30,3/08,2003,F,Local,6,12578261
1000,GEDDES,ST,S,7,4,5,390,40,12/06,2000,F,MA,6,12573091
1900,STATE,ST,S,5,3,2,264,32,1/07,1987,F,Local,6,12577276
200,WATER,ST,W,6,4,2,495,42,3/08,2001,F,CO,6,12573883
400,FAYETTE,ST,W,7,4,5,650,34,3/08,2002,F,MA,6,12573722
5500,SALINA,ST,S,7,3,4,359,40,12/07,2001,F,MA,6,12564383
1000,SALINA,ST,S,5,3,3,560,56,3/11,2002,F,Local,6,13002500
700,BEECH,ST,S,5,2,1,910,24,3/11,1994,F,Local,6,12577641
1100,BELDEN,AVE,W,6,3,3,765,34,2/12,1997,F,Local,6,12573560
2100,STATE,ST,S,9,5,5,265,30,2/12,2009,F,Local,6,12576885
3600,GENESEE,ST,E,4,2,4,525,40,3/12,2004,F,PA,6,12579371
4400,SALINA,ST,S,6,3,4,512,40,1/12,2001,F,MA,6,12576613
800,BRIGHTON,AVE,E,7,4,3,1060,82,1/12,2005,F,MA,4,13002015
2000,GEDDES,ST,S,6,3,5,792,36,4/13,2008,F,MA,6,12572937
400,FAYETTE,ST,W,8,5,5,650,34,7/04,2002,F,MA,6,12573718
300,CROUSE,AVE,S,9,5,5,628,36,12/05,2004,F,Local,6,12577819
100,GEDDES,ST,N,7,4,4,501,56,3/03,1997,F,MA,6,12573468
100,SALINA,ST,N,6,4,3,366,60,2/03,1989,F,MA,6,12573893
2400,ERIE,BLVD,E,8,4,5,2677,56,3/03,1999,F,PA,6,12578849
500,BEECH,ST,S,8,4,4,850,24,1/03,1994,F,Local,6,12578167
5300,SALINA,ST,S,7,3,4,412,40,3/04,2001,F,MA,6,12576522
5400,SALINA,ST,S,8,4,5,275,40,3/04,2001,F,MA,6,12564384
1600,GENESEE,ST,W,10,5,5,870,40,11/01,2001,F,PA,6,12572839
5800,SALINA,ST,S,10,5,5,401,40,11/01,2001,F,MA,6,12564388
100,ADAMS,ST,W,10,3,4,352,64,1/01,2000,F,Local,6,12573680
3000,ERIE,BLVD,E,9,5,5,2640,56,1/01,1999,F,PA,6,13011163
600,WARREN,ST,S,10,5,5,605,38,1/01,2000,F,Local,6,12577650
700,WARREN,ST,S,5,3,2,515,38,3/00,1988,F,Local,6,12577643
800,MCBRIDE,ST,N,10,5,5,513,30,11/00,2000,F,Local,6,12580007
200,BEARD,AVE,W,4,3,1,572,28,3/15,1996,F,Local,6,12577225
3600,SALINA,ST,S,6,3,3,391,40,5/14,2001,F,MA,6,12576763
100,COLVIN,ST,E,8,4,4,522,36,3/09,2004,F,MA,6,12577239
1100,GENESEE,ST,E,8,4,5,591,42,12/08,2004,F,PA,6,12578132
1900,GENESEE,ST,E,8,4,4,351,40,12/08,2004,F,PA,6,12578213
200,ALVORD,ST,S,3,2,2,323,32,12/09,1987,F,Local,6,12580078
300,TOWNSEND,ST,N,10,5,5,345,35,9/08,2008,F,Local,6,12577966
3700,SALINA,ST,S,7,3,4,296,40,12/07,2001,F,MA,6,12576748
700,WARREN,ST,S,5,3,2,515,38,3/08,1988,F,Local,6,12577643
200,ADAMS,ST,W,5,3,3,587,56,2/11,2000,F,Local,6,12573679
100,BISSELL,ST,W,7,3,4,686,24,3/12,1990,O,Local,3,12573172
1300,ERIE,BLVD,E,7,3,5,525,56,1/12,2004,F,PA,6,12578259
200,STATE,ST,S,6,3,4,312,45,2/12,2003,F,PA,6,12577706
4500,SALINA,ST,S,6,3,4,359,40,1/12,2001,F,MA,6,12576612
5300,SALINA,ST,S,6,3,3,412,40,1/12,2001,F,MA,6,12576522
600,MIDLER,AVE,S,7,4,3,1650,40,12/11,1987,F,Local,6,12580957
900,ADAMS,ST,E,6,3,3,323,30,2/12,1998,F,MA,6,12577755
200,MILFORD,DR,W,8,3,5,520,29,4/13,2005,O,Local,3,12581237
700,BEECH,ST,S,5,3,2,910,24,3/13,1994,F,Local,6,12577639
100,MIDLER,AVE,S,7,3,4,891,34,3/06,1994,F,MA,6,12581083
100,STATE,ST,S,8,4,5,492,45,2/06,2003,F,PA,6,12577878
200,CLINTON,ST,S,7,4,4,330,50,2/06,2001,F,MA,6,12573750
400,BEECH,ST,S,8,5,4,880,24,1/06,2003,F,Local,6,12578153
100,SALINA,ST,S,6,4,3,456,56,1/05,1988,F,Local,6,12573887
1400,FAYETTE,ST,E,6,3,3,550,36,2/05,2002,F,MA,6,12578199
1600,ERIE,BLVD,W,10,5,5,369,48,11/04,2004,F,PA,4,12572884
600,COLVIN,ST,E,8,4,5,263,36,1/05,1990,F,MA,6,12577315
300,ALVORD,ST,S,6,3,4,364,32,2/04,1987,F,Local,6,12580058
3000,SALINA,ST,S,7,4,3,370,40,1/03,1998,F,MA,6,12576842
3900,SALINA,ST,S,7,3,4,359,40,3/04,2001,F,MA,6,12576742
400,SALINA,ST,N,6,3,3,797,54,2/04,1990,F,MA,6,12577958
300,STATE,ST,S,5,3,3,185,45,4/14,2003,F,PA,6,12577705
400,LOWELL,AVE,S,8,4,4,200,30,6/14,2003,F,Local,6,13010428
900,WILLOW,ST,E,3,2,2,600,35,4/14,1993,F,Local,6,12580074
100,HUGHES,PL,N,7,4,4,528,24,3/10,1994,O,Local,3,12577497
1600,ONONDAGA,ST,W,8,5,4,840,35,2/10,2005,F,MA,6,12572994
200,COLVIN,ST,W,8,5,3,366,25,3/09,2004,F,MA,6,12577234
200,EDWARDS,AVE,N,7,4,4,1027,29,12/08,1999,O,Local,3,12581112
200,WEST,ST,N,6,3,3,510,40,3/09,1996,F,Local,6,12573864
2000,GENESEE,ST,E,7,3,4,441,40,12/08,2004,F,PA,6,12578702
2800,ERIE,BLVD,E,7,4,4,951,56,3/09,1999,F,PA,6,13011164
3800,SALINA,ST,S,7,3,4,306,40,3/10,2001,F,MA,6,12576747
500,BEECH,ST,S,6,3,3,850,24,12/08,1994,F,Local,6,12578167
500,GENESEE,ST,E,6,3,3,456,42,3/10,2005,F,MA,6,12577710
700,FAYETTE,ST,E,6,3,3,550,36,2/09,2002,F,MA,6,12577802
100,WEST,ST,S,7,3,5,612,60,3/07,1996,F,Local,6,13002308
1600,GENESEE,ST,W,6,3,3,870,40,3/08,2001,F,PA,6,12572836
600,NEWELL,ST,W,7,4,3,733,24,3/07,1998,F,Local,6,13020277
800,TOWNSEND,ST,S,8,4,5,576,34,3/08,2005,F,CO,6,12577674
200,AVERY,AVE,S,5,2,3,352,36,2/11,1996,F,CO,6,12572695
4700,SALINA,ST,S,7,3,4,480,40,3/11,1989,F,MA,6,12576601
1200,ADAMS,ST,E,4,2,2,499,28,2/12,2002,F,MA,6,12578118
