StreetNumber,StreetName,StreetNamePostType,Directional,strLocation,dtTime,streetID,VehicleName,Latitude,Longitude
514,LYNCH ,AVE, ,514 LYNCH AVE                                     ,8/18/2016 7:53,12571819,DP2,-76.1697061456,43.0145616023
234,LAFAYETTE ,RD, ,234 LAFAYETTE RD                                  ,8/24/2016 7:11,12576656,DP2,-76.1309379302,42.9968794009
161,LAFAYETTE ,RD, ,161 LAFAYETTE RD                                  ,8/24/2016 7:17,13028104,DP2,-76.1308232333,42.9973725972
309,WOODRUFF ,AVE, ,309-11 WOODRUFF AVE                               ,9/20/2016 10:48,12580305,DP2,-76.1378752418,43.0713589121
209,WENDELL ,TERR, ,209 WENDELL TERR & RUGBY RD,4/12/2016 8:24,12580460,DP1,-76.1299847368,43.0675027148
727,LEMOYNE ,AVE, ,727-29 LEMOYNE AVE,4/13/2016 13:44,12575491,DP2,-76.159632447,43.0746074105
301,KRAMER ,DR, ,301-03 KRAMER DR & RIVERDALE DR,4/16/2016 9:17,12571739,DP2,-76.1547422431,43.0009705978
201,ACADEMY ,ST, ,201 ACADEMY ST & MAC DOUGALL,4/20/2016 10:50,12576566,DP2,-76.1517614444,43.0001910976
807,ALMOND ,ST, ,807 ALMOND ST,4/23/2016 8:17,12577739,DP2,-76.1422254414,43.0433236052
3123,SALINA ,ST,S ,3123 SALINA ST S & PLEASANT AV,4/27/2016 11:24,12576840,DP2,-76.1415041391,43.0172557042
113,EDNA ,RD, ,113 EDNA RD,4/28/2016 10:53,12564393,DP2,-76.1413706405,42.9851626986
968,SALINA ,ST,S ,968-78 SALINA ST S,5/11/2016 10:00,13002500,DP2,-76.1498969461,43.0381109081
105,HARRINGTON ,RD, ,105 HARRINGTON RD,5/12/2016 9:18,12578658,DP1,-76.1019557279,43.0407939052
421,MONTICELLO ,DR,N ,421-23 MONTICELLO DR N,5/16/2016 9:37,12576646,DP2,-76.1386689393,43.0049556971
160,GLEN ,AVE,W ,160 GLEN AVE W,5/18/2016 14:34,12576629,DP1,-76.1456429381,43.0055284022
422,SPENCER ,ST, ,422 SPENCER ST & VAN RENSSELA,5/19/2016 10:01,12575051,DP1,-76.1653041492,43.0568947077
922,BALLANTYNE ,RD, ,922 BALLANTYNE RD & LOOMIS AV,5/23/2016 10:44,12571942,DP1,-76.1543624444,43.0097494014
1000,COLVIN ,ST,W ,1000 COLVIN ST W & HUNT AVE,5/23/2016 13:56,12572141,DP1,-76.1555849437,43.0234281014
134,ST LOUIS,AVE, ,134 ST LOUIS AVE,5/26/2016 9:34,12571924,DP1,-76.1585932399,43.0088739029
114,MAXWELL ,AVE, ,114 MAXWELL AVE,5/26/2016 11:19,12571776,DP1,-76.1555699419,43.0064897024
140,BRADFORD ,ST, ,140-48 BRADFORD ST & MAINS AVE,5/26/2016 13:46,12571758,DP1,-76.156689638,43.0053931014
118,ALEXANDER ,AVE, ,118 ALEXANDER AVE,6/1/2016 10:45,12577333,DP1,-76.1510159415,43.0331051066
910,HIGHLAND ,ST, ,910 HIGHLAND ST,6/2/2016 9:45,12580116,DP1,-76.141625241,43.0646419082
115,GAME ,RD, ,115 GAME RD,6/3/2016 9:22,12576915,DP1,-76.1314849323,43.0124246
306,KENSINGTON ,PL, ,306 KENSINGTON PL,6/23/2016 9:43,12577528,DP2,-76.1195262358,43.0275707026
644,CUMBERLAND ,AVE, ,644-48 CUMBERLAND AVE,6/23/2016 13:28,12578494,DP2,-76.112518631,43.0333214075
600,COLVIN ,ST,E ,600-04 COLVIN ST E & BENEDICT AV,6/24/2016 10:31,12576899,DP2,-76.1381837412,43.0260397062
103,DODGE ,DR, ,103 DODGE DR,6/24/2016 11:40,12577029,DP2,-76.1200846286,43.023932203
128,SALISBURY ,RD, ,128 SALISBURY RD SYRACUSE 13219,6/25/2016 8:17,12572689,DP2,-76.1921882553,43.0424754048
224,SABINE ,ST, ,224 SABINE ST & BARRETT ST,6/28/2016 10:08,12573103,DP1,-76.1687724457,43.0378021053
111,WHITWELL ,DR, ,111 WHITWELL DR,7/8/2016 8:36,12580135,DP2,-76.1378452381,43.0646674118
328,PARK ,ST, ,328 PARK ST & MERZ AVE,7/8/2016 9:06,12580127,DP2,-76.1385702414,43.0632337135
312,HATCH ,ST, ,312 HATCH ST,7/8/2016 13:46,12572109,DP2,-76.152604145,43.0204389029
313,SHIRLEY ,DR, ,313 SHIRLEY DR                                    ,8/8/2016 7:41,12571937,DP2,-76.1550399448,43.0091641036
134,CONAN ,ST, ,134 CONAN ST                                      ,8/19/2016 6:44,12576703,DP2,-76.1497787368,43.0110057015
111,RAYMOND ,AVE, ,111 RAYMOND AVE                                   ,8/26/2016 6:18,12572083,DP2,-76.1554684412,43.0179192016
1500,GEDDES ,ST,S ,1500 GEDDES ST S & BELLEVUE AV                    ,9/2/2016 9:46,12572936,DP2,-76.1757371469,43.032753906
369,SENECA ,TNPK,W ,369 SENECA TNPK W & VALLEY DR                     ,9/13/2016 5:53,12576568,DP2,-76.1528661386,43.0019469022
1000,CLINTON ,ST,N ,1000 CLINTON ST N TO OSWEGO BL,4/14/2016 11:37,12575080,DP1,-76.1629066445,43.0655557128
129,CRESTVIEW ,DR, ,129 CRESTVIEW DR,4/16/2016 8:31,12571721,DP2,-76.158128245,43.0001660994
282,HOPPER ,RD, ,282 HOPPER RD,4/16/2016 12:31,12571702,DP2,-76.1597171401,42.997444895
1821,VALLEY ,DR, ,1821 VALLEY DR & CHAFFEE AVE E,4/18/2016 10:45,12571710,DP2,-76.1526949377,42.9978501988
111,CHAFFEE ,AVE,E ,111 CHAFFEE AVE E,4/19/2016 13:38,12576512,DP2,-76.1517121359,42.9977936959
156,HANCOCK ,DR, ,156 HANCOCK DR TO CALVIN RD &,4/20/2016 9:16,12571833,DP1,-76.1777374525,43.0221521033
1027,BELLEVUE ,AVE, ,1027 BELLEVUE AVE & HUBBELL AV,4/20/2016 10:47,12572989,DP1,-76.1706879503,43.0327226041
134,HURON ,ST, ,134 HURON ST,4/22/2016 9:17,12573224,DP1,-76.1565546481,43.0317032073
811,WEST ,ST,S ,811 WEST ST S & S WEST ST ART,4/22/2016 10:10,13002343,DP1,-76.1572117478,43.0417406034
149,SEYMOUR ,ST, ,149 SEYMOUR ST REAR TO WEST A,4/22/2016 11:01,13002343,DP1,-76.1568237475,43.041969407
435,KENNEDY ,ST,W ,435 KENNEDY ST W,4/30/2016 11:34,13002148,DP2,-76.1599712466,43.0276201054
305,MAPLEWOOD ,AVE, ,305 MAPLEWOOD AVE & EDGEWOOD,5/3/2016 10:07,12564417,DP2,-76.1373272336,42.9887725981
111,HARDING ,PL, ,111 HARDING PL & SALINA ST S,5/6/2016 9:03,12576524,DP2,-76.1431217354,42.9934241955
222,RANDOLPH ,ST, ,222 RANDOLPH ST,5/16/2016 15:40,12576632,DP2,-76.141751634,43.0047957008
141,GLEN ,AVE,W ,141-43 GLEN AVE W,5/19/2016 14:39,12576629,DP2,-76.1449367366,43.0055716018
1069,TOWNSEND ,ST,S ,1069 TOWNSEND ST S TO MCBRIDE,5/23/2016 12:09,12577413,DP1,-76.1439569441,43.0403997048
627,BARNES ,AVE, ,627 BARNES AVE,5/24/2016 10:14,12571754,DP1,-76.1590527462,43.0054185968
616,BARNES ,AVE, ,616 BARNES AVE,5/24/2016 10:20,12571754,DP1,-76.1590329473,43.0062329
163,WENTE ,TERR, ,163 WENTE TERR & BARNES AVE,5/24/2016 10:50,12571896,DP1,-76.1604314445,43.0104080994
114,BARNES ,AVE, ,114 BARNES AVE & PALMER LN,5/24/2016 13:29,12571899,DP1,-76.1607247445,43.0119818989
143,ALDEN ,ST, ,143 ALDEN ST & THURBER ST,6/18/2016 9:45,12576956,DP1,-76.1330649341,43.019036202
606,COLVIN ,ST,E ,606 COLVIN ST E,6/27/2016 10:31,12577315,DP1,-76.1375087382,43.0263042012
900,WALNUT ,AVE, ,900 WALNUT AVE & MARSHALL ST,7/8/2016 11:41,12577578,DP2,-76.1322364359,43.0411406085
245,ARLINGTON ,AVE, ,245-47 ARLINGTON AVE & CHARMOUTH                  ,7/30/2016 9:34,12572032,DP2,-76.1664456474,43.0212629043
178,LYNHURST ,AVE,W ,178 LYNHURST AVE W                                ,8/1/2016 7:14,12576768,DP2,-76.1441486356,43.0151959002
212,HALL ,AVE, ,212-14 HALL AVE                                   ,8/3/2016 8:03,12576722,DP2,-76.1460414398,43.0122911009
534,VALLEY ,DR, ,534 VALLEY DR & MARVIN RD                         ,8/3/2016 11:21,12571930,DP2,-76.1578827444,43.0118283976
110,FLORAL ,PKWY, ,110 FLORAL PKWY                                   ,8/6/2016 6:44,12576579,DP2,-76.1462554364,43.0024501027
221,MILBURN ,DR, ,221 MILBURN DR                                    ,8/8/2016 8:17,12571752,DP2,-76.1506004437,43.0036038976
314,HUTCHINSON ,AVE, ,314-18 HUTCHINSON AVE                             ,8/17/2016 16:07,12571910,DP2,-76.1686499514,43.0157917021
301,CLARENCE ,AVE, ,301 CLARENCE AVE & OTTO ST                        ,8/18/2016 4:20,12576633,DP2,-76.1401612386,43.0042861011
305,LAFAYETTE ,RD, ,305 LAFAYETTE RD                                  ,8/24/2016 7:01,12576654,DP2,-76.1306747328,42.9946910991
1037,ACKERMAN ,AVE, ,1037-39 ACKERMAN AVE                              ,9/16/2016 6:50,12577537,DP2,-76.1238317352,43.0307969029
321,GRANGER ,ST, ,321 GRANGER ST & SEYMOUR ST,4/15/2016 9:00,12573681,DP2,-76.1560292415,43.0428592055
149,HOPPER ,RD, ,149 HOPPER RD,4/18/2016 9:46,12571720,DP2,-76.1591807471,43.0012524004
311,WINKWORTH ,PKWY, ,311 WINKWORTH PKWY & WESTWOOD,4/18/2016 10:22,12571636,DP1,-76.1962187534,43.0245803989
102,ACADEMY ,PL, ,102 ACADEMY PL & CHAFFEE AVE,4/18/2016 11:01,12571710,DP2,-76.1520231416,42.9978034
510,ARTHUR ,ST, ,510 ARTHUR ST & GRANT AVE,4/19/2016 9:54,12572932,DP1,-76.1771551466,43.0318281015
139,SEYMOUR ,ST, ,139-43 SEYMOUR ST TO S WEST ARTE,4/22/2016 10:32,13002343,DP1,-76.1562324494,43.0423262077
440,GENESEE ,ST,W ,440 GENESEE ST W,4/23/2016 9:33,13020303,DP1,-76.1577414484,43.0531692057
437,GENESEE ,ST,W ,437 GENESEE ST W TO CRK,4/23/2016 9:46,13018574,DP1,-76.1581096499,43.0533109064
101,EDNA ,RD, ,101 EDNA RD & GARY AVE,4/29/2016 13:15,12564393,DP2,-76.1421106367,42.9851051984
151,CENTENNIAL ,DR, ,151 CENTENNIAL DR,4/30/2016 11:36,13002148,DP2,-76.1598139426,43.0275352018
151,CENTENNIAL ,DR, ,151 CENTENNIAL DR,4/30/2016 11:42,13002135,DP2,-76.1595049491,43.0269822058
245,OAKLEY ,DR, ,245 OAKLEY DR,5/3/2016 9:02,12564406,DP2,-76.1379784313,42.987351596
101,OAKLEY ,DR, ,101 OAKLEY DR & SALINA ST S,5/3/2016 9:20,12564397,DP2,-76.1437444386,42.9870896997
119,CONIFER ,DR, ,119 CONIFER DR,5/3/2016 12:49,12564411,DP2,-76.1422687402,42.9905748958
107,CONIFER ,DR, ,107 CONIFER DR,5/3/2016 13:32,12564411,DP2,-76.1430611351,42.990549598
92,BRIGHTON ,AVE, E,92 E BRIGHTON AVE TO NB I 81 RAMP SYRACUSE 13210,5/5/2016 10:59,13002029,DP2,-76.1319696363,43.0078063992
160,GLEN ,AVE,W ,160 GLEN AVE W,5/19/2016 14:25,12576629,DP2,-76.1455564394,43.0055138973
438,FRANKLIN ,ST,N ,438-46 FRANKLIN ST N & GENANT DR,5/19/2016 14:48,12573934,DP1,-76.1562206455,43.0565851067
500,ATLANTIC ,AVE, ,500 ATLANTIC AVE,5/20/2016 13:31,12571951,DP1,-76.1549591414,43.0110732013
310,ENGLEWOOD ,AVE, ,310 ENGLEWOOD AVE,5/27/2016 9:25,12571736,DP1,-76.1567372397,43.0045243992
1242,CANAL ,ST, ,1242 CANAL ST SYRACUSE 13210,5/27/2016 10:18,13001865,DP1,-76.1107502345,43.0548686075
121,NORTH ,AVE, ,121 NORTH AVE & JAMES ST,6/2/2016 8:06,12581018,DP1,-76.1134627334,43.06862361
144,CORNING ,AVE,W ,144 CORNING AVE W,6/3/2016 11:28,12576806,DP1,-76.1439364355,43.0186842049
802,FIRST NORTH,ST, ,802 FIRST NORTH ST & DELONG A,6/20/2016 9:17,12580208,DP1,-76.1503321439,43.0699941113
608,CUMBERLAND ,AVE, ,608 CUMBERLAND AVE,6/23/2016 14:06,12578494,DP2,-76.1126806332,43.0343014065
1358,TEALL ,AVE, ,1358 TEALL AVE,6/27/2016 9:32,12580512,DP1,-76.1227682377,43.0666734147
301,SEDGWICK ,DR, ,301 SEDGWICK DR & FARMER ST,6/27/2016 13:58,12580353,DP1,-76.1306742387,43.0646121124
1285,CANAL ,ST, ,1285 CANAL ST SYRACUSE 13210                      ,7/29/2016 11:44,13001865,DP1,-76.1061096276,43.0554162126
527,SENECA ,TNPK,E ,527 SENECA TNPK E                                 ,7/31/2016 7:23,12576667,DP2,-76.1317391376,43.0025125993
3630,SALINA ,ST,S ,3630 SALINA ST S & HALL AVE                       ,8/3/2016 7:20,12576722,DP2,-76.1422004413,43.0125455988
314,HUTCHINSON ,AVE, ,314-18 HUTCHINSON AVE                             ,8/17/2016 15:59,12571910,DP2,-76.1687451459,43.0158979028
99,ELMHURST ,AVE, ,99 ELMHURST AVE & HUNT AVE                        ,8/26/2016 6:47,12572103,DP2,-76.1550666428,43.0206146011
1101,SALINA ,ST,S ,1101-11 SALINA ST S TO MONTGOMERY                 ,9/1/2016 6:00,12577344,DP2,-76.1494779449,43.0363727034
513,LEMOYNE ,AVE, ,513-15 LEMOYNE AVE,4/13/2016 11:37,12575264,DP2,-76.1617814507,43.0718582103
424,CORTLAND ,AVE, ,424 CORTLAND AVE,4/15/2016 8:54,12573231,DP1,-76.1545817412,43.0308617017
109,CRESTVIEW ,DR, ,109 CRESTVIEW DR & RIVERDALE,4/16/2016 8:44,12571706,DP2,-76.1575034398,42.9996793968
146,REED ,AVE, ,146 REED AVE,4/18/2016 12:49,12572914,DP1,-76.1816969568,43.031108906
401,HOEFLER ,ST, ,401 HOEFLER ST & W ONONDAGA,4/19/2016 11:19,12572998,DP1,-76.1794132507,43.0332192029
202,ACADEMY ,PL, ,202 ACADEMY PL & COSSITT ST,4/19/2016 13:17,12576499,DP2,-76.1516024426,42.9960761958
118,NORMANOR ,DR, ,118 NORMANOR DR,4/19/2016 14:01,12576513,DP2,-76.150566739,42.9968228972
100,LONG MEADOW,DR, ,100 LONG MEADOW DR & HILTON R,4/21/2016 11:09,12564382,DP2,-76.1453461348,42.9906432
440,GENESEE ,ST,W ,440 GENESEE ST W,4/23/2016 9:35,13020303,DP1,-76.157742742,43.0531892068
5018,SALINA ,ST,S ,5018 SALINA ST S & CHELTENHAM,4/25/2016 9:44,12576529,DP2,-76.1435542383,42.9954489015
3123,SALINA ,ST,S ,3123 SALINA ST S & PLEASANT AV,4/27/2016 11:30,12576840,DP2,-76.1414646402,43.017204605
115,SEARLWYN ,RD, ,115 SEARLWYN RD,5/4/2016 9:13,12564412,DP2,-76.1433902329,42.9914891993
218,LORRAINE ,AVE, ,218 LORRAINE AVE,5/12/2016 10:26,12576974,DP1,-76.1321502336,43.0236151066
101,SPRINGBROOK ,AVE, ,101 SPRINGBROOK AVE,5/16/2016 10:16,12576652,DP2,-76.1387777343,43.0075092026
405,SPENCER ,ST, ,405 SPENCER ST & MALTBIE ST,5/19/2016 10:19,12575051,DP1,-76.1640576469,43.0574382121
1025,BALLANTYNE ,RD, ,1025 BALLANTYNE RD & SHERLEY D,5/21/2016 9:06,12571937,DP1,-76.1551052434,43.0092646009
611,BARNES ,AVE, ,611 BARNES AVE,5/24/2016 10:28,12571754,DP1,-76.1590514436,43.0067660995
716,NEWELL ,ST,W ,716 NEWELL ST W,5/24/2016 11:26,12571967,DP1,-76.1582446397,43.0163911041
114,BARNES ,AVE, ,114 BARNES AVE & PALMER LN,5/24/2016 13:28,12571899,DP1,-76.1607927469,43.0119626004
130,BRADFORD ,ST, ,130 BRADFORD ST,5/26/2016 11:30,12571775,DP1,-76.1558044381,43.0055483991
100,AMES ,AVE, ,100 AMES AVE & ENGLEWOOD AVE,5/31/2016 9:29,12571734,DP1,-76.1575222415,43.0040371991
1004,FIRST NORTH,ST, ,1004 FIRST NORTH ST,6/2/2016 8:58,12575322,DP1,-76.1526776451,43.0709191101
114,GAME ,RD, ,114 GAME RD,6/3/2016 9:11,12576915,DP1,-76.1313516313,43.0126481005
200,DRISCOLL ,AVE, ,200 DRISCOLL AVE & HAYDEN AVE,6/4/2016 10:49,12572758,DP1,-76.1966787627,43.053094105
175,SEELEY ,AVE, ,175 SEELEY AVE,6/21/2016 14:00,12576577,DP2,-76.1461919345,43.0014209006
296,LORRAINE ,AVE, ,296 LORRAINE AVE & VINCENT ST,6/22/2016 13:29,12576972,DP2,-76.1324179315,43.0213177042
258,KENSINGTON ,PL, ,258 KENSINGTON PL,6/23/2016 9:49,12577545,DP2,-76.1195972297,43.0281517075
209,BARRETT ,ST, ,209 BARRETT ST,6/28/2016 10:02,12573104,DP1,-76.1697127482,43.038628605
118,HALL ,AVE, ,118 HALL AVE                                      ,8/3/2016 7:23,12576722,DP2,-76.1427147357,43.0124694039
212,HALL ,AVE, ,212-14 HALL AVE                                   ,8/3/2016 8:04,12576722,DP2,-76.1460399396,43.0123182028
850,LAFAYETTE ,AVE,W ,850 LAFAYETTE AVE W                               ,8/16/2016 10:43,12572067,DP2,-76.1569781409,43.0182221999
425,CAYUGA ,ST, ,425 CAYUGA ST & MYRTLE AVE                        ,8/25/2016 7:37,12572684,DP2,-76.1944139571,43.0483734034
634,NEWELL ,ST,W ,634 NEWELL ST W                                   ,8/26/2016 6:09,12572065,DP2,-76.1569569407,43.0170297049
301,KRAMER ,DR, ,301-03 KRAMER DR & RIVERDALE DR,4/16/2016 9:17,12571739,DP2,-76.15492364,43.0010477005
2349,BELLEVUE ,AVE, ,2349 BELLEVUE AVE,4/18/2016 10:48,12572324,DP1,-76.1923111538,43.0293401056
2309,BELLEVUE ,AVE, ,2309 BELLEVUE AVE,4/18/2016 10:52,12572324,DP1,-76.1915767541,43.029719405
142,NORMANOR ,DR, ,142 NORMANOR DR,4/20/2016 9:51,12576513,DP2,-76.1507962405,42.995811196
162,SPAULDING ,AVE, ,162 SPAULDING AVE,4/22/2016 10:33,13028587,DP2,-76.1464196395,42.9871601959
321,GRANGER ,ST, ,321 GRANGER ST & SEYMOUR ST,4/22/2016 11:25,13009794,DP1,-76.1556519491,43.0425374076
376,WATER ,ST,W ,376 WATER ST W TO ERIE BLVD W,4/23/2016 9:06,12573838,DP1,-76.1589529433,43.0500066102
600,GENESEE ,ST,E ,600 GENESEE ST E,4/23/2016 13:09,13012555,DP2,-76.1427381369,43.0469969109
4953,SALINA ,ST,S ,4953 SALINA ST S,4/25/2016 9:20,13002105,DP2,-76.1434046419,42.9965792013
109,PARRISH ,LN, ,109 PARRISH LN,4/25/2016 10:47,12564398,DP2,-76.1423702408,42.9860911979
207,WEYMOUTH ,RD, ,207 WEYMOUTH RD,5/10/2016 9:01,12576556,DP2,-76.139645435,42.9961888957
418,CLARENCE ,AVE, ,418 CLARENCE AVE & MONTICELLO,5/16/2016 9:03,12576626,DP2,-76.1386821355,43.0040992013
4433,SALINA ,ST,S ,4433-37 SALINA ST S & CLARENCE AV,5/17/2016 10:48,12576614,DP1,-76.1427609361,43.0042483993
4452,SALINA ,ST,S ,4452 SALINA ST S,5/18/2016 10:56,12576613,DP1,-76.1430269362,43.0039542008
101,WILKINSON ,ST, ,101 WILKINSON ST & TRACY ST &,5/19/2016 9:20,12573773,DP1,-76.1614219449,43.0503899109
421,SPENCER ,ST, ,421 SPENCER ST & VAN RENSSELA,5/19/2016 9:58,12573801,DP1,-76.1659814519,43.0563159112
207,SHIRLEY ,DR, ,207-09 SHIRLEY DR,5/21/2016 8:48,12571940,DP1,-76.1553392455,43.0100466003
325,SHIRLEY ,DR, ,325 SHIRLEY DR,5/21/2016 9:12,12571937,DP1,-76.1549172439,43.008744101
617,BALLANTYNE ,RD, ,617 BALLANTYNE RD,5/23/2016 10:02,12576699,DP1,-76.1503351443,43.0104807037
400,HUNT ,AVE, ,400 HUNT AVE & MARGUERITE AVE,5/23/2016 14:30,12572098,DP1,-76.1556406393,43.0198429031
140,CORNING ,AVE,W ,140 CORNING AVE W,6/3/2016 11:19,12576806,DP1,-76.1438612376,43.0186751019
324,ESSEX ,ST, ,324 ESSEX ST,6/4/2016 11:44,13006472,DP1,-76.1987422558,43.054485105
260,HARRIETTE ,AVE, ,260 HARRIETTE AVE,6/6/2016 13:48,12576983,DP1,-76.1302812347,43.0223002067
208,BROADVIEW ,DR, ,208 BROADVIEW DR,6/21/2016 13:29,12572176,DP2,-76.2015072612,43.0248999006
187,RUTH ,AVE, ,187 RUTH AVE & VINCENT ST,6/22/2016 13:02,12576978,DP2,-76.1309511354,43.0214194032
328,KENSINGTON ,PL, ,328 KENSINGTON PL,6/23/2016 9:17,12577528,DP2,-76.1195022329,43.026748907
317,COLVIN ,ST,E ,317 COLVIN ST E,7/13/2016 12:18,12577285,DP1,-76.1410034361,43.0261384027
1283,CANAL ,ST, ,1283 CANAL ST SYRACUSE 13210                      ,7/31/2016 6:10,13001865,DP2,-76.1061671287,43.0552859118
545,SENECA ,TNPK,E ,545 SENECA TNPK E                                 ,7/31/2016 7:27,13028063,DP2,-76.1312894319,43.0023398976
545,SENECA ,TNPK,E ,545 SENECA TNPK E                                 ,7/31/2016 7:33,12576667,DP2,-76.1313209359,43.002395102
101,GIRARD ,AVE, ,101 GIRARD AVE & ATLANTIC AVE                     ,8/6/2016 5:26,12571949,DP2,-76.1525189398,43.0103212013
101,GIRARD ,AVE, ,101 GIRARD AVE & ATLANTIC AVE                     ,8/6/2016 5:30,12571949,DP2,-76.1524659392,43.0103736003
1713,VALLEY ,DR, ,1713 VALLEY DR                                    ,8/11/2016 7:20,12571712,DP2,-76.152950742,42.9990350968
1011,HARRISON ,ST, ,1011-17 HARRISON ST TO WALNUT AVE,4/14/2016 9:09,12578109,DP2,-76.1329012341,43.0441641062
117,COLVIN ,ST,E ,117 COLVIN ST E & BEARD PL,4/14/2016 10:58,12577242,DP2,-76.1444842372,43.0258366058
202,ACADEMY ,PL, ,202 ACADEMY PL & COSSITT ST,4/19/2016 13:19,12576499,DP2,-76.1515849434,42.9961536988
105,STACY ,PL, ,105 STACY PL,4/20/2016 10:20,12576497,DP2,-76.1510356416,42.9950366961
151,HUBBELL ,AVE, ,151-53 HUBBELL AVE,4/20/2016 10:33,12572989,DP1,-76.1705977505,43.031631705
165,BISSELL ,ST,E ,165 BISSELL ST E,4/21/2016 12:59,12573177,DP1,-76.1570757429,43.0247739021
461,RICH ,ST, ,461-63 RICH ST & MARGINAL ST,4/21/2016 13:28,12573162,DP1,-76.1604762435,43.0299654055
5825,SALINA ,ST,S ,5825 SALINA ST S & PARRISH LAN,4/25/2016 10:59,12564395,DP2,-76.1434711352,42.9861045968
112,MONTICELLO ,DR,S ,112-18 MONTICELLO DR S,5/10/2016 11:02,12576560,DP2,-76.138690939,42.9994197014
112,MONTICELLO ,DR,S ,112-18 MONTICELLO DR S,5/10/2016 11:06,12576560,DP2,-76.1387151397,42.9993718986
800,STATE ,ST,S ,800 STATE ST S & HARRISON ST,5/11/2016 9:15,12577671,DP2,-76.1476381413,43.0429972075
101,SPRINGBROOK ,AVE, ,101 SPRINGBROOK AVE,5/16/2016 10:19,12576652,DP2,-76.1388067409,43.0075114032
227,CLARENCE ,AVE, ,227 CLARENCE AVE & OTTO ST,5/17/2016 10:59,12576619,DP1,-76.1404617341,43.0043757012
114,CHELTENHAM ,RD,N ,114 CHELTENHAM RD N TO SUNRIS,5/17/2016 13:18,12576547,DP1,-76.1378134377,42.9956122007
160,GLEN ,AVE,W ,160 GLEN AVE W,5/19/2016 14:26,12576629,DP2,-76.1455137424,43.0055171031
132,DAWES ,AVE, ,132 DAWES AVE,5/20/2016 9:11,12576715,DP1,-76.1441271389,43.0087558988
901,BALLANTYNE ,RD, ,901 BALLANTYNE RD & EMPIRE AV,5/20/2016 11:15,12571944,DP1,-76.1532907453,43.009462698
200,ATLANTIC ,AVE, ,200 ATLANTIC AVE,5/23/2016 9:51,12576699,DP1,-76.1516671392,43.0106021005
629,BARNES ,AVE, ,629 BARNES AVE,5/24/2016 10:13,12571754,DP1,-76.1590146396,43.0052704002
149,MAXWELL ,AVE, ,149 MAXWELL AVE & MAINS AVE,5/26/2016 14:00,12571760,DP1,-76.1569092401,43.0058861965
222,ENGLEWOOD ,AVE, ,222 ENGLEWOOD AVE & MAINS AVE,5/27/2016 9:30,12571772,DP1,-76.1560862396,43.004694697
566,SENECA ,TNPK,W ,566 SENECA TNPK W & AMES AVE,5/31/2016 9:36,12571732,DP1,-76.1577991382,43.0032735966
600,SENECA ,TNPK,W ,600 SENECA TNPK W & AMES AVE,5/31/2016 9:38,12571732,DP1,-76.157906442,43.0031913988
203,LOWELL ,AVE,N ,203 LOWELL AVE N & ULSTER ST,6/1/2016 13:13,12573388,DP1,-76.1833431555,43.0489367035
127,DIANA ,AVE, ,127 DIANA AVE & JEAN ST,6/3/2016 8:49,12576925,DP1,-76.1282061354,43.0136919
117,JEAN ,ST, ,117 JEAN ST,6/3/2016 8:55,12576925,DP1,-76.1278859309,43.013693102
146,CORNING ,AVE,W ,146 CORNING AVE W,6/3/2016 13:22,12576806,DP1,-76.1441091367,43.018597404
232,CORNING ,AVE,W ,232 CORNING AVE W,6/8/2016 11:10,12576802,DP2,-76.146933943,43.0183524021
301,HATCH ,ST, ,301 HATCH ST,7/8/2016 13:50,12572109,DP2,-76.152774744,43.0208202013
245,ARLINGTON ,AVE, ,245-47 ARLINGTON AVE & CHARMOUTH                  ,7/30/2016 9:36,12572032,DP2,-76.1664686443,43.0212751003
424,CAYUGA ,ST, ,424 CAYUGA ST & MYRTLE AVE                        ,8/25/2016 7:32,12572684,DP2,-76.194618261,43.0486702053
490,PLUM ,ST, ,490-98 PLUM ST                                    ,9/20/2016 6:14,13002321,DP2,-76.1601271492,43.0546932108
250,CLINTON ,ST,S ,250 CLINTON ST S & FAYETTE ST                     ,9/20/2016 7:24,12573750,DP2,-76.1536151449,43.0493142078
235,WOODRUFF ,AVE, ,235 WOODRUFF AVE                                  ,9/20/2016 11:07,12580295,DP2,-76.1377859403,43.0701574091
1629,BUTTERNUT ,ST, ,1629 BUTTERNUT ST & ROSS PARK,4/13/2016 10:36,12580618,DP2,-76.1425197384,43.0740927142
128,BELLEVUE ,AVE, ,128 BELLEVUE AVE & LINCOLN AV,4/14/2016 9:56,12573314,DP1,-76.1568481457,43.0336129044
226,RIVERDALE ,DR, ,226 RIVERDALE DR,4/16/2016 8:50,12571737,DP2,-76.1562111413,42.999873399
301,KRAMER ,DR, ,301-03 KRAMER DR & RIVERDALE DR,4/16/2016 9:12,12571740,DP2,-76.1551759408,43.0011136016
204,HOPPER ,RD, ,204 HOPPER RD,4/18/2016 10:21,12571720,DP2,-76.1593824458,43.0001043954
115,CHAFFEE ,AVE,E ,115 CHAFFEE AVE E,4/18/2016 11:09,12576514,DP2,-76.1511264433,42.9978458953
242,ACADEMY ,PL, ,242 ACADEMY PL,4/19/2016 10:50,12576495,DP2,-76.1514586403,42.9943259004
275,SENECA ,TNPK,W ,275-77 SENECA TNPK W & ACADEMY G,4/20/2016 12:51,13012848,DP2,-76.1495582363,43.0012889018
